id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
65d66bf057752682,LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL LOL,0,0,0,0,0,0
65e81342592447e7,"""
 I believe that """"Noynoying"""" is an integral part of the official's tenure in office. There are other pages pointing out the criticisms and controversies of other people, therefore I believe that the page should stand alone as long as no other broad, encompassing page is set up.""",0,0,0,0,0,0
65ea7c4f484f8c72,"""

Truthkeeper, that sounds like a good idea.  I'll see if I can look through some of those sources later on today or tomorrow. Thanks! Glad to see you're still with us! Regards,  | Talk """,0,0,0,0,0,0
65ec9cca5f9e9ec3,"That is a 100% correct line, not nonsense. Nation and state are not the same. Parts of the Israeli state in includes areas where the inhabitants don't define themselves as part of the Israeli nation. So the 'nation' of Israel covers a smaller geographic area than the state of Israel. It is elementary political science. Efghij's revertion was 100% correct.  20:40, 3 Aug 2003 (UTC)",0,0,0,0,0,0
65ed10c550e65de8,"Help! 

Hi Marek69. I'm in a situation of trouble...people telling me that I've broken copyright (even copying withing wikipedia). I just need to get some things straight!

 Firstly what do you have to do to attribute (I read the page, but it gave me wikipedia creep; please simplify it)?
 What do you do if you've done edits way in the past in which you've copied from other wiki articles without attribution (I only discovered it relatively recently)?
 Can you copy and paste info from other articles that you've written yourself?

Please make this clear to me. I've been blocked in the past for a misunderstanding, and I don't want to get blocked again!

Please reply as soon as possible. I need to go soon, and I hope to have a reply soon. Please reply...  

Note: This message was removed twice by the IPs in the above discussion, and readded twice by me. Just thought I would point that out, in case you didn't see his original post and thought I had made it up myself. -38.116.200.85",0,0,0,0,0,0
65eefcd54830918e,""", he's just enforcing Wikipedia policy like we all should be. ''talk 

Duncan is a Center, not a Power Forward.  —Preceding unsigned comment added by  (talk • contribs)  """,0,0,0,0,0,0
65f421ef6ffa4163,"TOD!!!!!!! 

Why do you keep deleting my stuff? I don't like when you do that! Lucas will revenge you with his magic! Your problem, not mine. Believe me, this is far from over!! MUAHHH!!!! There is nothing you can do to stop his powers, NOTHING!! Remeber this note and remeber LUCAS DOMINGO AMUCHASTEGUI!!!",0,0,0,0,0,0
65f65c1f29aeb9f0,"""

Note. With the following sources:

 
 
 

I have expanded the name section.

Even with the new information about whether SJP has an apostrophe or an extra s, the only way the 'dab page for similar names' idea makes any sense, is if you make every similar name without a target:

 St. James Park
 St James' Park
 St. James' Park
 St James's Park
 Saint James Park
 Saint James' Park
 Saint James's Park

all point to the 'home dab page', St James Park, with outgoing links to the articles:

 St. James's Park (the primary topic, the london park)
 St James' Park, Newcastle
 St James' Park, Bristol (article setion pipe link)
 St James Park, Exeter

I still think this is pretty poor solution, when there are no direct conflicts between the actual article names used. I frankly don't see how it is any better than when the articles had dab hats to cater for people who either mispelled links or mis-spelled in the search box. The only advantage to adding (, Newcastle) to the title is for pre-emptive assistance to user navigation in the search box, so in that case, a redirect variation for London, Newcastle, Exeter needs to be created for all similar names that a user might type into the search box, namely:

 St James Park
 St. James Park
 St James' Park
 St. James' Park
 St James's Park 
 St. James's Park
 Saint James Park
 Saint James' Park
 Saint James's Park

meaning that:

 St James Park, Newcastle
 St. James Park, Newcastle
 St James' Park, Newcastle
 St. James' Park, Newcastle
 St James's Park, Newcastle
 St. James's Park, Newcastle
 Saint James Park, Newcastle
 Saint James' Park, Newcastle
 Saint James's Park, Newcastle

should all redirect to St James' Park, Newcastle as the current name

I will do that now as it seems a good idea anyway, whether this article stays with """" ,Newcastle"""" added to the title or not. 

The disambiguators with (brackets) are against policy, as geographic disambiguation is done by commas to the next highest administrative sub-division, so these should be deleted.

P.S. None of this even addresses what to do with the potential mis-spellings of
 St Jame's Park
 St. Jame's Park

  """,0,0,0,0,0,0
65f9ec8f2818bb34,"Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fucking fat ugly cunt 
 Your a fat cunt 
 Your a fat spotty cunt 
 Your an ugly fat cunt",1,1,1,0,1,1
65fa11a14a6a6eb4,""", then the above statement is not from you, but the comments by one guy is also not adressed to you. Decide which one you want and stop bugging me with your rants  Chris 73 Talk 12:57, Dec 27, 2004 (UTC)"""" <- You had better change the abuse tone that you are speaking in, """"Chris 73."""" I do not appreciate you comming here to post your comments, accusing me of being people that I am not, and then referring to my responses to you """"rants"""" and telling me to """"stop bugging you.""""  Referring to everything that I say as a """"rant"""" is a form of personal attack, for which you should ideally be held accountable.  It is you who came here, it is you who threatened to ban me, it is you who is re-inserting OneGuy's personal attacks against me on the Jihad discussion page, so it is you who is doing the bugging, not  me. It's evident that """"Ta bu shi da yu"""" has brought you here as a sysop friend of his to help him engage in this gang-like abuse against me, unjustly threatening me with bans, and mindlessly supporting every ridiculous and outrageous personal attack against me, while trying to send me to the electric chair because I engaged in personal attacks in the _past_. Your behavior, chris 73, is highly suspect, and so is your impartiality.""",0,0,0,0,0,0
65ff57a251fb0e98,"AN/I Request for Review 

I have made a request for a review of what I believe to be the imperious use of your admin powers in regards to your blocking me for seemingly having had the impertinence to have asked a simple, and I believed sincere and legitimate question.75.49.223.52",0,0,0,0,0,0
6605445ff7039340,Many thanks Beeblebrox for looking into this!,0,0,0,0,0,0
66079e70924719e5,"""This user is currently reevaluating the wisdom of participating at Wikipedia]

 January 5, 2007

""",0,0,0,0,0,0
6609f27073d29d49,The comments about the Jehovah's Witnesses and the New World Translation indicate a stong POV that is unencyclopedic.  75.201.3.191,0,0,0,0,0,0
660d7bb89403311a,"J DELANOY IS A MOTHERFUCKER 

nuff' said",1,1,1,0,1,0
661c84d85eeb12b6,"sex freak
dam rfk was a sex freak, daaam 10 children.
he must have been fucking and cumming in his wife everyday",1,1,1,0,1,0
662171dae0ddd0a4,"""
Good question, and yes that is what it is about. More information than that should be in their though. Once created and expanded it could be Main article:Safty in NASCAR by using the Main template. 1996  """,0,0,0,0,0,0
6621fb16300ffd8b,"Conspiracies do not 'occur', they are being perpetrated.",0,0,0,0,0,0
66290881844723d2,"""
Today is 16 of November and I am not vandalizing just I am trying to stop your Bg nonsenses. If you do not like it- what can I do?  You cannot write the history, but you can create new false history as you are doing in BG and here. You are lying the people. this is encyclopaedia after all. Oui? """,0,0,0,0,0,0
6629767d53d7e8f1,"You don’t appear to have understood the ArbCom rules very well. I would suggest that you re-read them again, because you're not out of the woods yet. It takes FOUR arbitrators to deny or accept the case, and if it gets four accept votes, it will be accepted regardless of who or how many voted deny previous to that. Granted, that’s unlikely now because I have seen that in most cases when the first one votes to not accept, the rest generally follow suit. 

Finally, you need to stop archiving your talk page when there are still open issues on it. Its uncivil and will reflect poorly on you if you continue to do so.",0,0,0,0,0,0
6629896af85f36b0,"""

 Barnstar 

Thanks! And have fun with the sig. (talk) """,0,0,0,0,0,0
663a7bdf95d81256,"""

wikipedia's censorship

I looked up Bash Back (The sodomite terrorist group that attacked the Church in Michigan) on wikipedia  (http://en.wikipedia.org/wiki/Bash_Back) just to see what liberal bias they would have. Under the section """"Antifascist action at 2008 Milwaukee Pridefest"""" Wakopedia says """"In response, Bash Back! Milwaukee planned a confrontation of the hate group."""" the """"hate group they are talking about is the NAZIs but then if the NAZIs are a hate group then Bash back must also be a hate group so I edited it to say """"In response, The hate group Bash Back! Milwaukee planned a confrontation of the hate group.""""

Since they also didn't have any topic for the new terrorist attack on the church I added a few lines & was attacked by the Admins. So they added the following paragraph
2008 Disruption at Mt. Hope Church in Lansing, MI

Bash Back! members disrupted a Sunday sermon at Mt. Hope Church in Lansing, Michigan on November 9th, 2008. They dropped a banner in the church, threw thousands of fliers, made out in front of the congregation, yelled """"Jesus was a Homo"""", pulled the fire alarm and initiated pro-gay chants. Mt. Hope is an Assemblies of God church which holds and promotes """"ex-gay"""" events and preaches that homosexuality is a sin.

I edited the first line of the paragraph to read """"Christaphobic Bash Back! members disrupted.... & added the following footnote 

""""Christphobia (from Greek Christós: Messiah; phóbos: fear, phobia) is an irrational fear of, aversion to, or discrimination against Christianity.""""

I took the defanition word for wors from Wakopedia's definition for Homophobia & just changed the Homo/Christos & Homo/ Christian parts.

For this I received the following note from the admin

This is the last warning you will receive for your disruptive edits, such as those you made to Bash Back. If you vandalize Wikipedia again, you will be blocked from editing. Please maintain a neutral point of view. ukexpat (talk) 

Funny how liberals love to censor everyone & then call us evil""",0,0,0,0,0,0
6643829a76b0327f,I'm in favour of your proposal too Javits. Now I understand better where you're coming from.,0,0,0,0,0,0
66470e96180c45ca,""":::Yes, but I agree with the user's assessment of the comment as being highly POV - the word """"tarnished"""" is the worst bit.  I think a quotation from a reputable historian is preferable to a dumbed-down newspaper view.  

""",0,0,0,0,0,0
664c16f89225abec,""".  There is even http://www.TheRebellyon.com .  As you can tell, 'The Rebellyon' is the chosen name for this """"movement"""". """,0,0,0,0,0,0
664c5a9238e954ce,"""

I live in Bat Hefer. My house, school of my son and kindergarten of my daughter are just hundreds meters from first ever erected section of """"apartheid wall"""" inside Israel. There were continues cases of gun fire into Bat Hefer before Defensive Wall  IDF operation in West bank. There was case where girl was hit by bullet in her house, but she survived. I feel that people in Sderot do not deserve to grow their kids under air sirens. I do not want bloodshed. Hamas should not take Palestinian population hostage for their crimes. If you live in Nazareth you probably know both context and facts.""",0,0,0,0,0,0
664fc9dab1e78406,Then I see there is no point discussing with you further or assuming anything you do is in good faith. Duly noted.,0,0,0,0,0,0
66518b3e0ba128f7,"Open your eyes to the snoringly obvious facts mate. 

Hello eyesnore! I am writing to express my disbelief in you revising my recent input to Justin Marshall's Bio. I'll have you know that everything I wrote on there was factually correct, I have recent surveys to prove the general public no longer idolizes him as they used to because he became cocky nor do they believe he is a good commentator. If you knew anything about Marshall (which I bet you don't because you live in Michigan) you would know that he used to live in Sumner (best place in the world I have surveys to prove this), built on the wrong hill (not Scarborough) and moved to Queenstown to live (bad move, ask anyone). Also FYI Byron Kelleher was by far a better halfback, you could ask almost any kiwi and they would agree, even Cantabrians. Anyway, just thought I'd let you know, because its not good to hide the real facts from the people.

Yours insincerely,

olibolistona",0,0,0,0,0,0
